latitude,longitude
20.824884952424200,-98.499516875003100
-3.451751519941920,-54.563936694426200
-23.496463707249500,-47.460541928773000
-16.548677682159900,-72.852777577789300
-35.010869568227900,140.064397228124000
-14.223667092425500,-43.753703550893400
38.063496620474100,32.597949810725900
-22.813229539833400,22.035154117029600
-11.717379614304200,-57.052308628009200
-27.078606591832000,146.719205725938000
46.719054657933500,9.459717887642410
16.226394398041100,-14.074067772029900
16.525251400000000,79.246058600000000
-25.510862518416700,-63.008730038517000
26.333484123447900,-102.659805714602000
2.253234337809250,99.649042294445400
55.604939516609400,124.918625249719000
-28.643956245758100,134.353793656724000
0.000271324835485,40.384486563760800
-10.781399478897400,-38.357234004638600
44.084879319224800,111.188443121767000
-24.093382194131800,-50.353838221613800
-39.718684962043700,-70.572812805681600
54.434639778360700,36.360918374812100
-7.119905294909240,111.560472547128000
-14.940451564528100,143.554158900005000
46.964315931445900,91.451700015567200
41.842658123299500,33.732040219193400
-32.365623112688200,-66.935789805931100
-33.074991772343100,-64.725277507292300
46.466907788445100,19.610271613893500
-8.709749020628820,-69.557950208080700
-33.914848809684800,-57.762511569757000
37.410527928940900,40.847687133493500
1.215827406976520,34.734111793621000
-28.304000682001400,24.554136615279600
12.209862662771300,105.313764187757000
-32.310936676421300,125.156239462671000
50.074127666562100,18.822593081920400
-31.880030459573600,141.791938216418000
42.297219589617000,24.923790858032000
-37.788170061743900,144.214240643877000
-18.101510800322400,135.663637614732000
8.872528611649230,11.417777843398100
0.614244890422413,39.235781779038400
-47.667083861397200,-67.996125156590200
51.213990689537200,34.119218718362500
-25.869260980457600,143.389719313558000
65.780972310340300,45.032567389826500
-21.970599129553200,133.485963798969000
-0.908052927884100,-60.516868069246800
-33.745130134634300,24.636393566896000
-18.222165645374700,142.809174421679000
-11.558047348019400,-51.028358667145200
-36.495506575322200,-60.797860557478300
-10.057534793470600,-67.963812124041700
-38.344829051516500,-68.534792391601300
-34.699065128163900,150.686922503896000
47.443021525841500,109.713933660840000
-0.631765600000000,114.572844200000000
61.315260738479800,13.178195433316800
-24.940864111221400,-51.872213199882900
-13.320463268331700,-46.571505390710200
45.284869383485800,19.134815454808900
7.008317747589800,-1.135487356014920
53.947793545236200,-7.368339320735450
-31.565514774746700,23.264750008820000
62.267872755564800,71.574081104509200
52.767382395398900,15.704899126324800
-10.137696293136300,-38.296190245345800
19.167037409738500,-90.222667944514300
-17.286135682289200,-47.723844429883200
45.706173908769500,113.687553403689000
74.110441581503000,-57.041014782946400
-28.921022368805600,-56.099190893447200
54.127724643533400,50.381804251510600
-33.267570676167200,-66.050354691032900
61.489713568155900,152.213057955812000
52.873087038035900,18.638092174192100
-38.934903920606900,-63.620993363745000
-32.067104724574000,122.432905697466000
-16.710388303156600,-40.895862667053800
45.441760526193900,27.096377941405600
-37.278108522120100,-60.850063817981900
-29.346069982223500,145.862410343656000
6.454779667963580,-74.025517173939900
-5.481198587486850,-36.911364173757100
15.671486475758500,80.215304661325400
-27.955196364008700,119.457999101322000
-28.784162142868800,-49.982340813498100
-1.109477491138050,-60.458984964030800
-5.592944878082930,-45.152584645123400
-51.010298463371400,-71.176860203478700
62.107229638767400,117.636256556364000
51.286531496914100,19.490783776336900
9.176363312929870,0.018828959337012
58.754473703254900,68.948441789032000
-22.773723118459100,29.355712949051900
-9.939063734872130,-57.130106899161200
46.175344718906200,100.729392571109000
12.735219809701100,104.993920825451000
52.498000486287300,43.173546506139400
53.842311037399500,20.147557699448900
-31.992123482376500,145.975465237944000
61.293123781626800,48.969039814547400
47.524627208210400,118.951871377202000
11.162992671860500,105.952342386312000
-28.028186170462700,118.539896064707000
46.138444880539900,113.381438755665000
48.645888695854500,89.973466692922900
-13.438188906187500,-43.164462991719800
37.355601412586900,35.557591695617500
0.390192842842893,36.299817225203100
-2.966587552229500,-47.641748181570300
-8.159078757484710,-63.792359084479800
-23.442248253472600,22.556372974030700
-22.567854175934100,144.452941220028000
40.114974070689700,27.903808826362400
-8.141451557419130,-70.765957289582700
63.360350315033800,46.536198058214000
8.551204198116300,7.716167786944530
55.504677631857100,157.633891670723000
-27.347158479898800,148.896112193694000
-32.423220589469300,148.952730231880000
62.572248525232400,12.573653449073500
14.295765853825500,-16.036978715679000
-6.770644238411120,-51.033340824598100
-24.979124622323100,-60.180963504009400
26.312617020755800,-104.546744921676000
-20.167023120320200,25.403102157649100
37.767456759586200,39.429020002933200
53.275533557742700,108.836210702701000
-23.496463707249500,-47.460541928773000
49.352644058505300,30.566985997957800
1.729011993040620,-50.878741938201500
0.045833763919647,37.211061042834300
-50.562538294841300,-69.329651531850600
-33.357910589231200,142.572770721045000
-21.793536705155800,-54.634417429003900
-16.194844712080100,-48.073963571145500
56.124512768424000,22.521353499894700
-19.623169867713100,-50.092452381882400
14.358528010993700,76.198156232508100
36.885873427189800,-3.020766480865750
57.722723125206700,66.233239540830000
48.420545169739900,22.289054071746700
15.841641410008100,-91.992348129127100
8.175055936611650,8.594919222699950
-29.915224298263200,-56.661364783073900
62.154048460953500,75.192705010625100
-28.244859515966900,148.757489829105000
-19.870774145908500,136.287502138050000
-20.841521695981600,-53.197725609482600
-12.493296457270300,-51.769579313534200
26.965785993427300,-106.672778500148000
51.242467932932600,42.672857772630000
41.394223955092500,25.401977313413200
10.473387201789100,-74.751318694557200
-54.338552329310100,-66.709465497121400
-34.177402524426400,-66.962435381141900
56.694043981123100,21.262613607235000
43.318757209337100,143.382691132918000
