latitude,longitude,lat_bin,lon_bin,cell_id
19.6784307989349,-87.8676839552303,54,46,54046
15.5458606456538,77.5275503635067,52,128,52128
-8.80737735585608,-49.686720819138,40,65,40065
61.8128479916752,129.84723860025,75,154,75154
-22.0997303398818,-53.487026371133105,33,63,33063
12.6863554575911,-14.9385454824461,51,82,51082
22.8914016523713,92.0583444817856,56,136,56136
47.942946115967,37.5574218867366,68,108,68108
-17.4237859469103,-69.5260276890116,36,55,36055
-12.7025088410247,142.365872460736,38,161,38161
-23.1332589990791,119.247220817553,33,149,33149
-26.5906833,120.2260383,31,150,31150
-31.0230148374619,-67.2961589710949,29,56,29056
68.1458006669037,25.7114171677879,79,102,79102
38.28663997874649,41.9893949554142,64,110,64110
47.895463471682305,18.3200872922538,68,99,68099
9.33716563211161,5.22538168116948,49,92,49092
45.946989231936705,115.732157793338,67,147,67147
45.519612061559506,18.2452234864184,67,99,67099
69.09894915421751,27.6415653487226,79,103,79103
-44.5522846471316,-67.4377567204026,22,56,22056
10.6450896320239,4.89588928414133,50,92,50092
8.83748667379755,7.97939676195684,49,93,49093
24.9001136881792,-103.21400334951,57,38,57038
-4.61079424346613,-56.329069647629694,42,61,42061
-9.85958956850159,-40.084543182785,40,69,40069
-41.6417319086821,-68.2668753155388,24,55,24055
14.8385886122962,104.813941580773,52,142,52142
-33.6392172751849,115.450522458848,28,147,28147
14.1000836402033,106.338935860099,52,143,52143
38.284740383050895,33.7325016193851,64,106,64106
66.5845550191945,25.6166754060615,78,102,78102
4.41624625831379,-76.0593305726744,47,51,47051
-0.571056965744603,-80.17708408978659,44,49,44049
-26.5348001791485,150.640189275821,31,165,31165
-31.8131863520554,128.34457080066,29,154,29154
58.29687612706191,16.4949573188006,74,98,74098
26.5780825532936,-102.424199297305,58,38,58038
-4.35879992447644,-46.2459829330913,42,66,42066
-0.338471160571709,117.322298433828,44,148,44148
-4.88151565461635,-43.1966974964767,42,68,42068
26.532704196515,-99.9980468260027,58,40,58040
-35.6962820551985,146.515864618754,27,163,27163
52.506694995676305,111.536138003703,71,145,71145
-12.4348163083655,-42.3463657676016,38,68,38068
-14.9544214677033,-41.034541773232704,37,69,37069
-5.11398629754899,-45.11980826934369,42,67,42067
-25.3558037176756,131.86374308426,32,155,32155
-33.565181196659,-62.6953745821602,28,58,28058
-25.9388961151215,-64.7027888054618,32,57,32057
-33.04300152276,150.681543775105,28,165,28165
-32.8473504738556,-62.859456944240705,28,58,28058
-15.1598878705307,-49.81460749431471,37,65,37065
13.8028588148709,-13.8891487476182,51,83,51083
20.864462201636,-103.019145042778,55,38,55038
-19.4653353603929,121.465714895524,35,150,35150
55.1441254818254,74.57092919098591,72,127,72127
-38.439515052368705,-66.3099158987128,25,56,25056
-13.9047941770789,-47.360914572585905,38,66,38066
-14.2545218805464,-44.159874887446094,37,67,37067
45.46221223507089,23.6145985369687,67,101,67101
46.6783303979868,25.3648353084207,68,102,68102
55.0510171603846,-3.17612856224396,72,88,72088
45.3047301999414,22.0067959506831,67,101,67101
40.0415341624144,-1.26660620283792,65,89,65089
55.9309059278182,23.0836426490396,72,101,72101
-17.2215013618979,-46.69713928714,36,66,36066
54.547515264185904,113.37048668738,72,146,72146
43.5479883796126,24.943171898191,66,102,66102
29.7576407183498,-109.8133125218,59,35,59035
-1.19402709288487,35.7250823047385,44,107,44107
-11.2837353016779,-44.6704707188621,39,67,39067
-37.8738561387794,-66.4688081638538,26,56,26056
29.6508256776566,35.2097661257816,59,107,59107
17.8962038798304,80.0874383583463,53,130,53130
42.320764841803296,25.569508090331,66,102,66102
-29.0678727635201,-60.9843427442652,30,59,30059
45.9371103395872,20.8959591106944,67,100,67100
45.702584982791,21.2866080322287,67,100,67100
-3.2617220615121,-51.4645653666314,43,64,43064
0.734785856944891,-60.458200585251696,45,59,45059
50.006949259613,28.0435156347308,70,104,70104
-34.7638963163406,147.555312008286,27,163,27163
62.9562642012544,113.541582278592,76,146,76146
58.6962417438357,13.1129361908818,74,96,74096
-21.5340212553334,139.653840797027,34,159,34159
58.9603942703022,22.477089619735,74,101,74101
14.8113875784005,104.940468825741,52,142,52142
55.6937052611863,13.6467036955418,72,96,72096
45.902807456022096,115.423498976451,67,147,67147
-23.0648778769128,150.711828652327,33,165,33165
-16.8241487670538,124.916024227644,36,152,36152
4.66666969536736,-60.2915208821278,47,59,47059
61.017045463775105,76.6178350370895,75,128,75128
1.48965414064387,-75.3664350508285,45,52,45052
-43.0069970031366,-71.0628370391622,23,54,23054
62.5793176151452,125.0270893896,76,152,76152
-17.1611050006894,-50.8982806357535,36,64,36064
57.747310914988496,85.1584436853229,73,132,73132
12.2817610551145,102.266250818964,51,141,51141
50.271663959456,21.2249526431383,70,100,70100
35.6425382085849,10.0889452152326,62,95,62095
-28.4037181169803,-52.0379694773463,30,63,30063
-32.7100949808328,151.61144877573,28,165,28165
-33.7148844322973,117.318318740894,28,148,28148
55.5081723243687,8.79113331225951,72,94,72094
39.500630720628706,33.7910318008438,64,106,64106
12.8519598192808,5.14862004229373,51,92,51092
-22.6130846714273,29.8520158590166,33,104,33104
-8.47701635989374,-70.1506365191034,40,54,40054
-23.0464741085889,-63.9378366929564,33,58,33058
39.6434674350738,27.0679151271128,64,103,64103
16.352913871818,-93.1385158530139,53,43,53043
-2.23945672952812,37.433395563741,43,108,43108
56.257267,27.988765,73,103,73103
16.7761689793475,-3.0054724548263,53,88,53088
-33.320750236015,-59.224610938428,28,60,28060
-17.1287411428359,-70.8369007557417,36,54,36054
56.8339416661395,62.696321616919505,73,121,73121
-16.8906515504448,-43.5692950087542,36,68,36068
62.9397068110533,152.383864596796,76,166,76166
-12.5847355433731,-74.6949091364156,38,52,38052
-24.5049828545586,119.638590755418,32,149,32149
36.6832392233153,29.4162121694517,63,104,63104
-18.7892725828716,-68.2562515262119,35,55,35055
-3.17785570992224,-60.1419679262162,43,59,43059
15.9649294011547,-13.5965655649,52,83,52083
-27.8559825637134,115.668884941863,31,147,31147
-45.2843062707088,-68.64990728158911,22,55,22055
58.4686271256339,22.2549702781435,74,101,74101
-35.9168686827848,141.390783044202,27,160,27160
13.4150672007275,103.237649296251,51,141,51141
-28.3978183180017,-53.6501292383938,30,63,30063
47.7304839713336,29.5275631100383,68,104,68104
1.5841515374068,-78.70618245726659,45,50,45050
54.0176513598931,46.22926171069209,72,113,72113
15.9513065188716,103.275197923894,52,141,52141
25.502583962096,-102.515254069592,57,38,57038
53.1056665352863,20.375252627896,71,100,71100
16.2891143173174,-96.56128358015181,53,41,53041
37.9224544559958,14.9578148076341,63,97,63097
61.288899426756,-44.9753466195611,75,67,75067
46.9095149168523,105.886193114964,68,142,68142
-34.2956358376361,-57.3532599251856,27,61,27061
-25.8042119807066,23.6928828799399,32,101,32101
-5.80104748795817,-79.83430861988231,42,50,42050
-22.6595840622935,-53.855305240010495,33,63,33063
10.9658137934728,-2.42596632915477,50,88,50088
43.5335553977698,27.2996822268014,66,103,66103
-19.8432418154446,136.187027102176,35,158,35158
-16.4160432670255,-69.66230388709471,36,55,36055
37.5991982068559,41.4031998069807,63,110,63110
50.350404130203906,16.1657320096718,70,98,70098
60.569509798147905,14.803954826566,75,97,75097
-25.7094419334935,-49.8962871071532,32,65,32065
